record_type,seed,S,A,gamma,K,L_z,n,sigma_xi,alpha,beta,candidate_mode,value_error,decomposition_bound,finite_depth_residual,finite_depth_residual_bound,eps_res_star,eps_res_n,eps_A_cand,eps_A_bound,eta_pi,eta_pi_alpha,Lhat_pi_alpha,eps_CPI,penalty_decomp,penalty_exact_A,certificate_holds_decomp,certificate_holds_exact_A
value_curve,0,64,4,0.9,3,0.8,7,0.05,0.0,0.0,none,0.602159062367589,1.043615496484741,0.28269619187150785,1.0431593795996603,0.11265912286242064,0.28269619187150785,0.0,0.0,-0.7460388228045816,-0.7460388228045816,-0.7460388228045816,0.0,0.0,0.0,1,1
value_curve,0,64,4,0.9,3,0.8,8,0.05,0.0,0.0,none,0.5019470203536072,0.9180356612929005,0.24724668959728024,0.9123494081080455,0.11265912286242064,0.24724668959728024,0.0,0.0,-0.7460388228045816,-0.7460388228045816,-0.7460388228045816,0.0,0.0,0.0,1,1
value_curve,0,64,4,0.9,3,0.8,9,0.05,0.0,0.0,none,0.4217773867424217,0.8175717931394278,0.21888708777789834,0.8077014309147543,0.11265912286242064,0.21888708777789834,0.0,0.0,-0.7460388228045816,-0.7460388228045816,-0.7460388228045816,0.0,0.0,0.0,1,1
value_curve,0,64,4,0.9,3,0.8,10,0.05,0.0,0.0,none,0.3576416798534736,0.7372006986166497,0.19619940632239308,0.7239830491601223,0.11265912286242064,0.19619940632239308,0.0,0.0,-0.7460388228045816,-0.7460388228045816,-0.7460388228045816,0.0,0.0,0.0,1,1
value_curve,0,64,4,0.9,3,0.8,11,0.05,0.0,0.0,none,0.3063331143423147,0.6729038229984274,0.17804926115798825,0.6570083437564144,0.11265912286242064,0.17804926115798825,0.0,0.0,-0.7460388228045816,-0.7460388228045816,-0.7460388228045816,0.0,0.0,0.0,1,1
value_curve,0,64,4,0.9,3,0.8,12,0.05,0.0,0.0,none,0.265286261933388,0.6214663225038494,0.1635291450264651,0.6034285794334507,0.11265912286242064,0.1635291450264651,0.0,0.0,-0.7460388228045816,-0.7460388228045816,-0.7460388228045816,0.0,0.0,0.0,1,1
value_curve,0,64,4,0.9,3,0.8,13,0.05,0.0,0.0,none,0.23244878000624647,0.5803163221081871,0.1519130521212464,0.5605647679750791,0.11265912286242064,0.1519130521212464,0.0,0.0,-0.7460388228045816,-0.7460388228045816,-0.7460388228045816,0.0,0.0,0.0,1,1
value_curve,0,64,4,0.9,3,0.8,14,0.05,0.0,0.0,none,0.20617879446453324,0.5473963217916571,0.1426201777970708,0.5262737188083796,0.11265912286242064,0.1426201777970708,0.0,0.0,-0.7460388228045816,-0.7460388228045816,-0.7460388228045816,0.0,0.0,0.0,1,1
value_curve,0,64,4,0.9,3,0.8,15,0.05,0.0,0.0,none,0.18516280603116275,0.5210603215384333,0.13518587833773088,0.49884087947502187,0.11265912286242064,0.13518587833773088,0.0,0.0,-0.7460388228045816,-0.7460388228045816,-0.7460388228045816,0.0,0.0,0.0,1,1
value_curve,0,64,4,0.9,3,0.8,16,0.05,0.0,0.0,none,0.16835001528446636,0.4999915213358541,0.12923843877025876,0.47689460800833505,0.11265912286242064,0.12923843877025876,0.0,0.0,-0.7460388228045816,-0.7460388228045816,-0.7460388228045816,0.0,0.0,0.0,1,1
